,eolbp,amount_of_factors,lbp_length,eras_long,eras_short,amount_of_months
517,2015-11-30,51,12,2006-2021,2011-2015,0
518,2015-12-31,51,12,2006-2021,2011-2015,0
519,2016-01-31,51,12,2006-2021,2016-2021,0
520,2016-02-29,51,12,2006-2021,2016-2021,0
521,2016-03-31,51,12,2006-2021,2016-2021,0
522,2016-04-30,51,12,2006-2021,2016-2021,0
523,2016-05-31,51,12,2006-2021,2016-2021,12
524,2016-06-30,51,12,2006-2021,2016-2021,0
525,2016-07-31,51,12,2006-2021,2016-2021,0
526,2016-08-31,51,12,2006-2021,2016-2021,0
527,2016-09-30,51,12,2006-2021,2016-2021,0
528,2016-10-31,51,12,2006-2021,2016-2021,0
529,2016-11-30,51,12,2006-2021,2016-2021,0
530,2016-12-31,51,12,2006-2021,2016-2021,0
531,2017-01-31,51,12,2006-2021,2016-2021,0
532,2017-02-28,51,12,2006-2021,2016-2021,0
533,2017-03-31,51,12,2006-2021,2016-2021,0
534,2017-04-30,51,12,2006-2021,2016-2021,16
535,2017-05-31,51,12,2006-2021,2016-2021,36
536,2017-06-30,51,12,2006-2021,2016-2021,14
537,2017-07-31,51,12,2006-2021,2016-2021,0
538,2017-08-31,51,12,2006-2021,2016-2021,0
539,2017-09-30,51,12,2006-2021,2016-2021,0
540,2017-10-31,51,12,2006-2021,2016-2021,33
541,2017-11-30,51,12,2006-2021,2016-2021,34
542,2017-12-31,51,12,2006-2021,2016-2021,34
543,2018-01-31,51,12,2006-2021,2016-2021,33
544,2018-02-28,51,12,2006-2021,2016-2021,32
545,2018-03-31,51,12,2006-2021,2016-2021,33
546,2018-04-30,51,12,2006-2021,2016-2021,33
547,2018-05-31,51,12,2006-2021,2016-2021,15
548,2018-06-30,51,12,2006-2021,2016-2021,14
549,2018-07-31,51,12,2006-2021,2016-2021,13
550,2018-08-31,51,12,2006-2021,2016-2021,12
551,2018-09-30,51,12,2006-2021,2016-2021,29
552,2018-10-31,51,12,2006-2021,2016-2021,13
553,2018-11-30,51,12,2006-2021,2016-2021,25
554,2018-12-31,51,12,2006-2021,2016-2021,22
555,2019-01-31,51,12,2006-2021,2016-2021,24
556,2019-02-28,51,12,2006-2021,2016-2021,23
557,2019-03-31,51,12,2006-2021,2016-2021,22
558,2019-04-30,51,12,2006-2021,2016-2021,18
559,2019-05-31,51,12,2006-2021,2016-2021,14
560,2019-06-30,51,12,2006-2021,2016-2021,13
561,2019-07-31,51,12,2006-2021,2016-2021,15
562,2019-08-31,51,12,2006-2021,2016-2021,0
563,2019-09-30,51,12,2006-2021,2016-2021,0
564,2019-10-31,51,12,2006-2021,2016-2021,0
565,2019-11-30,51,12,2006-2021,2016-2021,0
566,2019-12-31,51,12,2006-2021,2016-2021,0
567,2020-01-31,51,12,2006-2021,2016-2021,0
568,2020-02-29,51,12,2006-2021,2016-2021,0
569,2020-03-31,51,12,2006-2021,2016-2021,0
570,2020-04-30,51,12,2006-2021,2016-2021,0
571,2020-05-31,51,12,2006-2021,2016-2021,0
572,2020-06-30,51,12,2006-2021,2016-2021,0
573,2020-07-31,51,12,2006-2021,2016-2021,0
574,2020-08-31,51,12,2006-2021,2016-2021,0
575,2020-09-30,51,12,2006-2021,2016-2021,0
576,2020-10-31,51,12,2006-2021,2016-2021,0
577,2020-11-30,51,12,2006-2021,2016-2021,0
578,2020-12-31,51,12,2006-2021,2016-2021,0
579,2021-01-31,51,12,2006-2021,2016-2021,0
580,2021-02-28,51,12,2006-2021,2016-2021,0
581,2021-03-31,51,12,2006-2021,2016-2021,0
582,2021-04-30,51,12,2006-2021,2016-2021,23
583,2021-05-31,51,12,2006-2021,2016-2021,23
584,2021-06-30,51,12,2006-2021,2016-2021,22
585,2021-07-31,51,12,2006-2021,2016-2021,21
586,2021-08-31,51,12,2006-2021,2016-2021,20
587,2021-09-30,51,12,2006-2021,2016-2021,19
588,2021-10-31,51,12,2006-2021,2016-2021,18
589,2021-11-30,51,12,2006-2021,2016-2021,17
590,2021-12-31,51,12,2006-2021,2016-2021,16
591,1973-10-31,51,24,1972-1990,1972-1985,17
592,1973-11-30,51,24,1972-1990,1972-1985,17
593,1973-12-31,51,24,1972-1990,1972-1985,15
594,1974-01-31,51,24,1972-1990,1972-1985,15
595,1974-02-28,51,24,1972-1990,1972-1985,14
596,1974-03-31,51,24,1972-1990,1972-1985,14
597,1974-04-30,51,24,1972-1990,1972-1985,13
598,1974-05-31,51,24,1972-1990,1972-1985,13
599,1974-06-30,51,24,1972-1990,1972-1985,13
600,1974-07-31,51,24,1972-1990,1972-1985,12
601,1974-08-31,51,24,1972-1990,1972-1985,0
602,1974-09-30,51,24,1972-1990,1972-1985,0
603,1974-10-31,51,24,1972-1990,1972-1985,13
604,1974-11-30,51,24,1972-1990,1972-1985,0
605,1974-12-31,51,24,1972-1990,1972-1985,0
606,1975-01-31,51,24,1972-1990,1972-1985,39
607,1975-02-28,51,24,1972-1990,1972-1985,55
608,1975-03-31,51,24,1972-1990,1972-1985,54
609,1975-04-30,51,24,1972-1990,1972-1985,54
610,1975-05-31,51,24,1972-1990,1972-1985,53
611,1975-06-30,51,24,1972-1990,1972-1985,52
612,1975-07-31,51,24,1972-1990,1972-1985,50
613,1975-08-31,51,24,1972-1990,1972-1985,50
614,1975-09-30,51,24,1972-1990,1972-1985,49
615,1975-10-31,51,24,1972-1990,1972-1985,48
616,1975-11-30,51,24,1972-1990,1972-1985,47
617,1975-12-31,51,24,1972-1990,1972-1985,45
618,1976-01-31,51,24,1972-1990,1972-1985,44
619,1976-02-29,51,24,1972-1990,1972-1985,44
620,1976-03-31,51,24,1972-1990,1972-1985,42
621,1976-04-30,51,24,1972-1990,1972-1985,41
622,1976-05-31,51,24,1972-1990,1972-1985,41
623,1976-06-30,51,24,1972-1990,1972-1985,39
624,1976-07-31,51,24,1972-1990,1972-1985,38
625,1976-08-31,51,24,1972-1990,1972-1985,37
626,1976-09-30,51,24,1972-1990,1972-1985,37
627,1976-10-31,51,24,1972-1990,1972-1985,35
628,1976-11-30,51,24,1972-1990,1972-1985,35
629,1976-12-31,51,24,1972-1990,1972-1985,34
630,1977-01-31,51,24,1972-1990,1972-1985,33
631,1977-02-28,51,24,1972-1990,1972-1985,32
632,1977-03-31,51,24,1972-1990,1972-1985,33
633,1977-04-30,51,24,1972-1990,1972-1985,30
634,1977-05-31,51,24,1972-1990,1972-1985,28
635,1977-06-30,51,24,1972-1990,1972-1985,28
636,1977-07-31,51,24,1972-1990,1972-1985,27
637,1977-08-31,51,24,1972-1990,1972-1985,26
638,1977-09-30,51,24,1972-1990,1972-1985,27
639,1977-10-31,51,24,1972-1990,1972-1985,26
640,1977-11-30,51,24,1972-1990,1972-1985,25
641,1977-12-31,51,24,1972-1990,1972-1985,24
642,1978-01-31,51,24,1972-1990,1972-1985,23
643,1978-02-28,51,24,1972-1990,1972-1985,20
644,1978-03-31,51,24,1972-1990,1972-1985,21
645,1978-04-30,51,24,1972-1990,1972-1985,26
646,1978-05-31,51,24,1972-1990,1972-1985,29
647,1978-06-30,51,24,1972-1990,1972-1985,28
648,1978-07-31,51,24,1972-1990,1972-1985,141
649,1978-08-31,51,24,1972-1990,1972-1985,251
650,1978-09-30,51,24,1972-1990,1972-1985,138
651,1978-10-31,51,24,1972-1990,1972-1985,24
652,1978-11-30,51,24,1972-1990,1972-1985,138
653,1978-12-31,51,24,1972-1990,1972-1985,251
654,1979-01-31,51,24,1972-1990,1972-1985,124
655,1979-02-28,51,24,1972-1990,1972-1985,249
656,1979-03-31,51,24,1972-1990,1972-1985,59
657,1979-04-30,51,24,1972-1990,1972-1985,30
658,1979-05-31,51,24,1972-1990,1972-1985,29
659,1979-06-30,51,24,1972-1990,1972-1985,326
660,1979-07-31,51,24,1972-1990,1972-1985,327
661,1979-08-31,51,24,1972-1990,1972-1985,245
662,1979-09-30,51,24,1972-1990,1972-1985,323
663,1979-10-31,51,24,1972-1990,1972-1985,24
664,1979-11-30,51,24,1972-1990,1972-1985,23
665,1979-12-31,51,24,1972-1990,1972-1985,22
666,1980-01-31,51,24,1972-1990,1972-1985,21
667,1980-02-29,51,24,1972-1990,1972-1985,20
668,1980-03-31,51,24,1972-1990,1972-1985,19
669,1980-04-30,51,24,1972-1990,1972-1985,18
670,1980-05-31,51,24,1972-1990,1972-1985,17
671,1980-06-30,51,24,1972-1990,1972-1985,16
672,1980-07-31,51,24,1972-1990,1972-1985,15
673,1980-08-31,51,24,1972-1990,1972-1985,14
674,1980-09-30,51,24,1972-1990,1972-1985,0
675,1980-10-31,51,24,1972-1990,1972-1985,12
676,1980-11-30,51,24,1972-1990,1972-1985,0
677,1980-12-31,51,24,1972-1990,1972-1985,0
678,1981-01-31,51,24,1972-1990,1972-1985,33
679,1981-02-28,51,24,1972-1990,1972-1985,32
680,1981-03-31,51,24,1972-1990,1972-1985,33
681,1981-04-30,51,24,1972-1990,1972-1985,30
682,1981-05-31,51,24,1972-1990,1972-1985,29
683,1981-06-30,51,24,1972-1990,1972-1985,30
684,1981-07-31,51,24,1972-1990,1972-1985,29
685,1981-08-31,51,24,1972-1990,1972-1985,26
686,1981-09-30,51,24,1972-1990,1972-1985,28
687,1981-10-31,51,24,1972-1990,1972-1985,26
688,1981-11-30,51,24,1972-1990,1972-1985,26
689,1981-12-31,51,24,1972-1990,1972-1985,214
690,1982-01-31,51,24,1972-1990,1972-1985,15
691,1982-02-28,51,24,1972-1990,1972-1985,14
692,1982-03-31,51,24,1972-1990,1972-1985,14
693,1982-04-30,51,24,1972-1990,1972-1985,14
694,1982-05-31,51,24,1972-1990,1972-1985,12
695,1982-06-30,51,24,1972-1990,1972-1985,0
696,1982-07-31,51,24,1972-1990,1972-1985,0
697,1982-08-31,51,24,1972-1990,1972-1985,0
698,1982-09-30,51,24,1972-1990,1972-1985,0
699,1982-10-31,51,24,1972-1990,1972-1985,58
700,1982-11-30,51,24,1972-1990,1972-1985,56
701,1982-12-31,51,24,1972-1990,1972-1985,56
702,1983-01-31,51,24,1972-1990,1972-1985,95
703,1983-02-28,51,24,1972-1990,1972-1985,94
704,1983-03-31,51,24,1972-1990,1972-1985,93
705,1983-04-30,51,24,1972-1990,1972-1985,92
706,1983-05-31,51,24,1972-1990,1972-1985,90
707,1983-06-30,51,24,1972-1990,1972-1985,97
708,1983-07-31,51,24,1972-1990,1972-1985,89
709,1983-08-31,51,24,1972-1990,1972-1985,88
710,1983-09-30,51,24,1972-1990,1972-1985,86
711,1983-10-31,51,24,1972-1990,1972-1985,79
712,1983-11-30,51,24,1972-1990,1972-1985,78
713,1983-12-31,51,24,1972-1990,1972-1985,77
714,1984-01-31,51,24,1972-1990,1972-1985,75
715,1984-02-29,51,24,1972-1990,1972-1985,74
716,1984-03-31,51,24,1972-1990,1972-1985,73
717,1984-04-30,51,24,1972-1990,1972-1985,72
718,1984-05-31,51,24,1972-1990,1972-1985,71
719,1984-06-30,51,24,1972-1990,1972-1985,70
720,1984-07-31,51,24,1972-1990,1972-1985,69
721,1984-08-31,51,24,1972-1990,1972-1985,68
722,1984-09-30,51,24,1972-1990,1972-1985,67
723,1984-10-31,51,24,1972-1990,1972-1985,66
724,1984-11-30,51,24,1972-1990,1972-1985,33
725,1984-12-31,51,24,1972-1990,1972-1985,32
726,1985-01-31,51,24,1972-1990,1972-1985,31
727,1985-02-28,51,24,1972-1990,1972-1985,30
728,1985-03-31,51,24,1972-1990,1972-1985,29
729,1985-04-30,51,24,1972-1990,1972-1985,28
730,1985-05-31,51,24,1972-1990,1972-1985,26
731,1985-06-30,51,24,1972-1990,1972-1985,25
732,1985-07-31,51,24,1972-1990,1972-1985,25
733,1985-08-31,51,24,1972-1990,1972-1985,24
734,1985-09-30,51,24,1972-1990,1972-1985,56
735,1985-10-31,51,24,1972-1990,1972-1985,55
736,1985-11-30,51,24,1972-1990,1972-1985,68
737,1985-12-31,51,24,1972-1990,1972-1985,18
738,1986-01-31,51,24,1972-1990,1986-1990,17
739,1986-02-28,51,24,1972-1990,1986-1990,16
740,1986-03-31,51,24,1972-1990,1986-1990,15
741,1986-04-30,51,24,1972-1990,1986-1990,14
742,1986-05-31,51,24,1972-1990,1986-1990,13
743,1986-06-30,51,24,1972-1990,1986-1990,12
744,1986-07-31,51,24,1972-1990,1986-1990,0
745,1986-08-31,51,24,1972-1990,1986-1990,0
746,1986-09-30,51,24,1972-1990,1986-1990,0
747,1986-10-31,51,24,1972-1990,1986-1990,58
748,1986-11-30,51,24,1972-1990,1986-1990,57
749,1986-12-31,51,24,1972-1990,1986-1990,56
750,1987-01-31,51,24,1972-1990,1986-1990,55
751,1987-02-28,51,24,1972-1990,1986-1990,54
752,1987-03-31,51,24,1972-1990,1986-1990,20
753,1987-04-30,51,24,1972-1990,1986-1990,19
754,1987-05-31,51,24,1972-1990,1986-1990,18
755,1987-06-30,51,24,1972-1990,1986-1990,51
756,1987-07-31,51,24,1972-1990,1986-1990,49
757,1987-08-31,51,24,1972-1990,1986-1990,15
758,1987-09-30,51,24,1972-1990,1986-1990,14
759,1987-10-31,51,24,1972-1990,1986-1990,46
760,1987-11-30,51,24,1972-1990,1986-1990,44
761,1987-12-31,51,24,1972-1990,1986-1990,45
762,1988-01-31,51,24,1972-1990,1986-1990,43
763,1988-02-29,51,24,1972-1990,1986-1990,42
764,1988-03-31,51,24,1972-1990,1986-1990,41
765,1988-04-30,51,24,1972-1990,1986-1990,40
766,1988-05-31,51,24,1972-1990,1986-1990,38
767,1988-06-30,51,24,1972-1990,1986-1990,23
768,1988-07-31,51,24,1972-1990,1986-1990,22
769,1988-08-31,51,24,1972-1990,1986-1990,21
770,1988-09-30,51,24,1972-1990,1986-1990,35
771,1988-10-31,51,24,1972-1990,1986-1990,33
772,1988-11-30,51,24,1972-1990,1986-1990,18
773,1988-12-31,51,24,1972-1990,1986-1990,31
774,1989-01-31,51,24,1972-1990,1986-1990,16
775,1989-02-28,51,24,1972-1990,1986-1990,14
776,1989-03-31,51,24,1972-1990,1986-1990,13
777,1989-04-30,51,24,1972-1990,1986-1990,12
778,1989-05-31,51,24,1972-1990,1986-1990,12
779,1989-06-30,51,24,1972-1990,1986-1990,0
780,1989-07-31,51,24,1972-1990,1986-1990,0
781,1989-08-31,51,24,1972-1990,1986-1990,16
782,1989-09-30,51,24,1972-1990,1986-1990,15
783,1989-10-31,51,24,1972-1990,1986-1990,22
784,1989-11-30,51,24,1972-1990,1986-1990,21
785,1989-12-31,51,24,1972-1990,1986-1990,12
786,1990-01-31,51,24,1972-1990,1986-1990,18
787,1990-02-28,51,24,1972-1990,1986-1990,17
788,1990-03-31,51,24,1972-1990,1986-1990,16
789,1990-04-30,51,24,1972-1990,1986-1990,15
790,1990-05-31,51,24,1972-1990,1986-1990,16
791,1990-06-30,51,24,1972-1990,1986-1990,15
792,1990-07-31,51,24,1972-1990,1986-1990,14
793,1990-08-31,51,24,1972-1990,1986-1990,13
794,1990-09-30,51,24,1972-1990,1986-1990,0
795,1990-10-31,51,24,1972-1990,1986-1990,0
796,1990-11-30,51,24,1972-1990,1986-1990,24
797,1990-12-31,51,24,1972-1990,1986-1990,23
798,1991-01-31,51,24,1991-2005,1991-1995,22
799,1991-02-28,51,24,1991-2005,1991-1995,21
800,1991-03-31,51,24,1991-2005,1991-1995,20
801,1991-04-30,51,24,1991-2005,1991-1995,19
802,1991-05-31,51,24,1991-2005,1991-1995,18
803,1991-06-30,51,24,1991-2005,1991-1995,17
804,1991-07-31,51,24,1991-2005,1991-1995,16
805,1991-08-31,51,24,1991-2005,1991-1995,15
806,1991-09-30,51,24,1991-2005,1991-1995,14
807,1991-10-31,51,24,1991-2005,1991-1995,13
808,1991-11-30,51,24,1991-2005,1991-1995,12
809,1991-12-31,51,24,1991-2005,1991-1995,0
810,1992-01-31,51,24,1991-2005,1991-1995,0
811,1992-02-29,51,24,1991-2005,1991-1995,0
812,1992-03-31,51,24,1991-2005,1991-1995,0
813,1992-04-30,51,24,1991-2005,1991-1995,18
814,1992-05-31,51,24,1991-2005,1991-1995,90
815,1992-06-30,51,24,1991-2005,1991-1995,46
816,1992-07-31,51,24,1991-2005,1991-1995,86
817,1992-08-31,51,24,1991-2005,1991-1995,83
818,1992-09-30,51,24,1991-2005,1991-1995,85
819,1992-10-31,51,24,1991-2005,1991-1995,86
820,1992-11-30,51,24,1991-2005,1991-1995,166
821,1992-12-31,51,24,1991-2005,1991-1995,85
822,1993-01-31,51,24,1991-2005,1991-1995,78
823,1993-02-28,51,24,1991-2005,1991-1995,28
824,1993-03-31,51,24,1991-2005,1991-1995,27
825,1993-04-30,51,24,1991-2005,1991-1995,26
826,1993-05-31,51,24,1991-2005,1991-1995,35
827,1993-06-30,51,24,1991-2005,1991-1995,34
828,1993-07-31,51,24,1991-2005,1991-1995,23
829,1993-08-31,51,24,1991-2005,1991-1995,32
830,1993-09-30,51,24,1991-2005,1991-1995,31
831,1993-10-31,51,24,1991-2005,1991-1995,20
832,1993-11-30,51,24,1991-2005,1991-1995,19
833,1993-12-31,51,24,1991-2005,1991-1995,18
834,1994-01-31,51,24,1991-2005,1991-1995,17
835,1994-02-28,51,24,1991-2005,1991-1995,16
836,1994-03-31,51,24,1991-2005,1991-1995,15
837,1994-04-30,51,24,1991-2005,1991-1995,24
838,1994-05-31,51,24,1991-2005,1991-1995,23
839,1994-06-30,51,24,1991-2005,1991-1995,22
840,1994-07-31,51,24,1991-2005,1991-1995,21
841,1994-08-31,51,24,1991-2005,1991-1995,62
842,1994-09-30,51,24,1991-2005,1991-1995,64
843,1994-10-31,51,24,1991-2005,1991-1995,18
844,1994-11-30,51,24,1991-2005,1991-1995,17
845,1994-12-31,51,24,1991-2005,1991-1995,61
846,1995-01-31,51,24,1991-2005,1991-1995,15
847,1995-02-28,51,24,1991-2005,1991-1995,118
848,1995-03-31,51,24,1991-2005,1991-1995,112
849,1995-04-30,51,24,1991-2005,1991-1995,111
850,1995-05-31,51,24,1991-2005,1991-1995,54
851,1995-06-30,51,24,1991-2005,1991-1995,109
852,1995-07-31,51,24,1991-2005,1991-1995,35
853,1995-08-31,51,24,1991-2005,1991-1995,102
854,1995-09-30,51,24,1991-2005,1991-1995,106
855,1995-10-31,51,24,1991-2005,1991-1995,51
856,1995-11-30,51,24,1991-2005,1991-1995,50
857,1995-12-31,51,24,1991-2005,1991-1995,46
858,1996-01-31,51,24,1991-2005,1996-2000,43
859,1996-02-29,51,24,1991-2005,1996-2000,44
860,1996-03-31,51,24,1991-2005,1996-2000,44
861,1996-04-30,51,24,1991-2005,1996-2000,89
862,1996-05-31,51,24,1991-2005,1996-2000,97
863,1996-06-30,51,24,1991-2005,1996-2000,87
864,1996-07-31,51,24,1991-2005,1996-2000,86
865,1996-08-31,51,24,1991-2005,1996-2000,41
866,1996-09-30,51,24,1991-2005,1996-2000,40
867,1996-10-31,51,24,1991-2005,1996-2000,33
868,1996-11-30,51,24,1991-2005,1996-2000,32
869,1996-12-31,51,24,1991-2005,1996-2000,31
870,1997-01-31,51,24,1991-2005,1996-2000,33
871,1997-02-28,51,24,1991-2005,1996-2000,29
872,1997-03-31,51,24,1991-2005,1996-2000,21
873,1997-04-30,51,24,1991-2005,1996-2000,20
874,1997-05-31,51,24,1991-2005,1996-2000,24
875,1997-06-30,51,24,1991-2005,1996-2000,18
876,1997-07-31,51,24,1991-2005,1996-2000,17
877,1997-08-31,51,24,1991-2005,1996-2000,16
878,1997-09-30,51,24,1991-2005,1996-2000,15
879,1997-10-31,51,24,1991-2005,1996-2000,14
880,1997-11-30,51,24,1991-2005,1996-2000,13
881,1997-12-31,51,24,1991-2005,1996-2000,0
882,1998-01-31,51,24,1991-2005,1996-2000,0
883,1998-02-28,51,24,1991-2005,1996-2000,12
884,1998-03-31,51,24,1991-2005,1996-2000,0
885,1998-04-30,51,24,1991-2005,1996-2000,0
886,1998-05-31,51,24,1991-2005,1996-2000,0
887,1998-06-30,51,24,1991-2005,1996-2000,0
888,1998-07-31,51,24,1991-2005,1996-2000,0
889,1998-08-31,51,24,1991-2005,1996-2000,0
890,1998-09-30,51,24,1991-2005,1996-2000,0
891,1998-10-31,51,24,1991-2005,1996-2000,0
892,1998-11-30,51,24,1991-2005,1996-2000,0
893,1998-12-31,51,24,1991-2005,1996-2000,0
894,1999-01-31,51,24,1991-2005,1996-2000,62
895,1999-02-28,51,24,1991-2005,1996-2000,54
896,1999-03-31,51,24,1991-2005,1996-2000,22
897,1999-04-30,51,24,1991-2005,1996-2000,21
898,1999-05-31,51,24,1991-2005,1996-2000,62
899,1999-06-30,51,24,1991-2005,1996-2000,61
900,1999-07-31,51,24,1991-2005,1996-2000,60
901,1999-08-31,51,24,1991-2005,1996-2000,58
902,1999-09-30,51,24,1991-2005,1996-2000,57
903,1999-10-31,51,24,1991-2005,1996-2000,15
904,1999-11-30,51,24,1991-2005,1996-2000,12
905,1999-12-31,51,24,1991-2005,1996-2000,0
906,2000-01-31,51,24,1991-2005,1996-2000,0
907,2000-02-29,51,24,1991-2005,1996-2000,0
908,2000-03-31,51,24,1991-2005,1996-2000,0
909,2000-04-30,51,24,1991-2005,1996-2000,0
910,2000-05-31,51,24,1991-2005,1996-2000,0
911,2000-06-30,51,24,1991-2005,1996-2000,0
912,2000-07-31,51,24,1991-2005,1996-2000,0
913,2000-08-31,51,24,1991-2005,1996-2000,0
914,2000-09-30,51,24,1991-2005,1996-2000,0
915,2000-10-31,51,24,1991-2005,1996-2000,0
916,2000-11-30,51,24,1991-2005,1996-2000,43
917,2000-12-31,51,24,1991-2005,1996-2000,43
918,2001-01-31,51,24,1991-2005,2001-2005,41
919,2001-02-28,51,24,1991-2005,2001-2005,31
920,2001-03-31,51,24,1991-2005,2001-2005,27
921,2001-04-30,51,24,1991-2005,2001-2005,28
922,2001-05-31,51,24,1991-2005,2001-2005,27
923,2001-06-30,51,24,1991-2005,2001-2005,26
924,2001-07-31,51,24,1991-2005,2001-2005,23
925,2001-08-31,51,24,1991-2005,2001-2005,21
926,2001-09-30,51,24,1991-2005,2001-2005,20
927,2001-10-31,51,24,1991-2005,2001-2005,19
928,2001-11-30,51,24,1991-2005,2001-2005,18
929,2001-12-31,51,24,1991-2005,2001-2005,17
930,2002-01-31,51,24,1991-2005,2001-2005,16
931,2002-02-28,51,24,1991-2005,2001-2005,15
932,2002-03-31,51,24,1991-2005,2001-2005,14
933,2002-04-30,51,24,1991-2005,2001-2005,13
934,2002-05-31,51,24,1991-2005,2001-2005,12
935,2002-06-30,51,24,1991-2005,2001-2005,0
936,2002-07-31,51,24,1991-2005,2001-2005,0
937,2002-08-31,51,24,1991-2005,2001-2005,0
938,2002-09-30,51,24,1991-2005,2001-2005,0
939,2002-10-31,51,24,1991-2005,2001-2005,0
940,2002-11-30,51,24,1991-2005,2001-2005,0
941,2002-12-31,51,24,1991-2005,2001-2005,0
942,2003-01-31,51,24,1991-2005,2001-2005,0
943,2003-02-28,51,24,1991-2005,2001-2005,0
944,2003-03-31,51,24,1991-2005,2001-2005,0
945,2003-04-30,51,24,1991-2005,2001-2005,0
946,2003-05-31,51,24,1991-2005,2001-2005,25
947,2003-06-30,51,24,1991-2005,2001-2005,25
948,2003-07-31,51,24,1991-2005,2001-2005,23
949,2003-08-31,51,24,1991-2005,2001-2005,30
950,2003-09-30,51,24,1991-2005,2001-2005,47
951,2003-10-31,51,24,1991-2005,2001-2005,26
952,2003-11-30,51,24,1991-2005,2001-2005,25
953,2003-12-31,51,24,1991-2005,2001-2005,19
954,2004-01-31,51,24,1991-2005,2001-2005,21
955,2004-02-29,51,24,1991-2005,2001-2005,20
956,2004-03-31,51,24,1991-2005,2001-2005,19
957,2004-04-30,51,24,1991-2005,2001-2005,18
958,2004-05-31,51,24,1991-2005,2001-2005,37
959,2004-06-30,51,24,1991-2005,2001-2005,0
960,2004-07-31,51,24,1991-2005,2001-2005,35
961,2004-08-31,51,24,1991-2005,2001-2005,34
962,2004-09-30,51,24,1991-2005,2001-2005,33
963,2004-10-31,51,24,1991-2005,2001-2005,32
964,2004-11-30,51,24,1991-2005,2001-2005,32
965,2004-12-31,51,24,1991-2005,2001-2005,30
966,2005-01-31,51,24,1991-2005,2001-2005,30
967,2005-02-28,51,24,1991-2005,2001-2005,30
968,2005-03-31,51,24,1991-2005,2001-2005,28
969,2005-04-30,51,24,1991-2005,2001-2005,26
970,2005-05-31,51,24,1991-2005,2001-2005,25
971,2005-06-30,51,24,1991-2005,2001-2005,24
972,2005-07-31,51,24,1991-2005,2001-2005,23
973,2005-08-31,51,24,1991-2005,2001-2005,22
974,2005-09-30,51,24,1991-2005,2001-2005,21
975,2005-10-31,51,24,1991-2005,2001-2005,20
976,2005-11-30,51,24,1991-2005,2001-2005,19
977,2005-12-31,51,24,1991-2005,2001-2005,18
978,2006-01-31,51,24,2006-2021,2006-2010,39
979,2006-02-28,51,24,2006-2021,2006-2010,16
980,2006-03-31,51,24,2006-2021,2006-2010,37
981,2006-04-30,51,24,2006-2021,2006-2010,35
982,2006-05-31,51,24,2006-2021,2006-2010,34
983,2006-06-30,51,24,2006-2021,2006-2010,34
984,2006-07-31,51,24,2006-2021,2006-2010,32
985,2006-08-31,51,24,2006-2021,2006-2010,30
986,2006-09-30,51,24,2006-2021,2006-2010,30
987,2006-10-31,51,24,2006-2021,2006-2010,29
988,2006-11-30,51,24,2006-2021,2006-2010,29
989,2006-12-31,51,24,2006-2021,2006-2010,27
990,2007-01-31,51,24,2006-2021,2006-2010,26
991,2007-02-28,51,24,2006-2021,2006-2010,24
992,2007-03-31,51,24,2006-2021,2006-2010,22
993,2007-04-30,51,24,2006-2021,2006-2010,22
994,2007-05-31,51,24,2006-2021,2006-2010,21
995,2007-06-30,51,24,2006-2021,2006-2010,24
996,2007-07-31,51,24,2006-2021,2006-2010,21
997,2007-08-31,51,24,2006-2021,2006-2010,21
998,2007-09-30,51,24,2006-2021,2006-2010,20
999,2007-10-31,51,24,2006-2021,2006-2010,18
1000,2007-11-30,51,24,2006-2021,2006-2010,17
1001,2007-12-31,51,24,2006-2021,2006-2010,16
1002,2008-01-31,51,24,2006-2021,2006-2010,16
1003,2008-02-29,51,24,2006-2021,2006-2010,14
1004,2008-03-31,51,24,2006-2021,2006-2010,13
1005,2008-04-30,51,24,2006-2021,2006-2010,12
1006,2008-05-31,51,24,2006-2021,2006-2010,0
1007,2008-06-30,51,24,2006-2021,2006-2010,0
1008,2008-07-31,51,24,2006-2021,2006-2010,0
1009,2008-08-31,51,24,2006-2021,2006-2010,0
1010,2008-09-30,51,24,2006-2021,2006-2010,0
1011,2008-10-31,51,24,2006-2021,2006-2010,0
1012,2008-11-30,51,24,2006-2021,2006-2010,0
1013,2008-12-31,51,24,2006-2021,2006-2010,0
1014,2009-01-31,51,24,2006-2021,2006-2010,0
1015,2009-02-28,51,24,2006-2021,2006-2010,0
1016,2009-03-31,51,24,2006-2021,2006-2010,0
1017,2009-04-30,51,24,2006-2021,2006-2010,0
1018,2009-05-31,51,24,2006-2021,2006-2010,0
1019,2009-06-30,51,24,2006-2021,2006-2010,0
1020,2009-07-31,51,24,2006-2021,2006-2010,0
1021,2009-08-31,51,24,2006-2021,2006-2010,15
1022,2009-09-30,51,24,2006-2021,2006-2010,123
1023,2009-10-31,51,24,2006-2021,2006-2010,13
1024,2009-11-30,51,24,2006-2021,2006-2010,12
1025,2009-12-31,51,24,2006-2021,2006-2010,63
1026,2010-01-31,51,24,2006-2021,2006-2010,65
1027,2010-02-28,51,24,2006-2021,2006-2010,16
